analt	anal		adj.	11001621
an	an		adv.	11001606
an-	ana-		præfiks	11001609
an	ane	2	vb.	11001730
an-	an-		præfiks	11001607
-an	-an		suffiks	11001608
an-	a-		præfiks	11000014
and	and		sb.	11001660
-and	-and		suffiks	11001661
andel	andel		sb.	11001671
anden	anden	1	talord	11001687
anden	anden	2	pron.	11001688
anden	and		sb.	11001660
andet	anden	1	talord	11001687
andet	anden	2	pron.	11001688
andre	anden	2	pron.	11001688
ands	and		sb.	11001660
anduv	anduve		vb.	11001727
ane	ane	1	sb.	11001729
ane	ane	2	vb.	11001730
-ane	-an		suffiks	11001608
anede	ane	2	vb.	11001730
anen	ane	1	sb.	11001729
-anen	-an		suffiks	11001608
anens	ane	1	sb.	11001729
aner	ane	1	sb.	11001729
aner	ane	2	vb.	11001730
-aner	-aner		suffiks	11001738
-aner	-an		suffiks	11001608
aners	ane	1	sb.	11001729
anes	ane	1	sb.	11001729
anes	ane	2	vb.	11001730
anet	ane	2	vb.	11001730
-anet	-an		suffiks	11001608
anfør	anføre		vb.	11001753
ang.	ang.		fork.	11001759
angav	angive		vb.	11001769
anger	anger		sb.	11001764
angik	angå		vb.	11001803
angiv	angive		vb.	11001769
angl	angle		vb.	11001774
angle	angle		vb.	11001774
angr	angre		vb.	11001790
angre	angre		vb.	11001790
angst	angst	1	sb.	11001797
angst	angst	2	adj.	11001798
angå	angå		vb.	11001803
angår	angå		vb.	11001803
angås	angå		vb.	11001803
anima	anima		sb.	11001812
anime	anime		sb.	30000458
anion	anion		sb.	11001823
anis	anis		sb.	11001824
anis'	anis		sb.	11001824
anjon	anion		sb.	11001823
ank	anke	2	vb.	11001828
ank.	ank.		fork.	11001826
anke	anke	1	sb.	11001827
anke	anke	2	vb.	11001828
ankel	ankel		sb.	11001830
anken	anke	1	sb.	11001827
anker	anke	1	sb.	11001827
anker	anke	2	vb.	11001828
anker	anker	1	sb.	11001835
anker	anker	2	sb.	11001836
ankes	anke	1	sb.	11001827
ankes	anke	2	vb.	11001828
anket	anke	2	vb.	11001828
ankom	ankomme		vb.	11001850
ankr	ankre		vb.	11001853
ankre	anker	1	sb.	11001835
ankre	anker	2	sb.	11001836
ankre	ankre		vb.	11001853
anlæg	anlægge		vb.	11001858
anlæg	anlæg		sb.	11001857
anløb	anløbe		vb.	11001868
anløb	anløb		sb.	11001867
anm.	anm.		fork.	11001871
anmas	anmasse		vb.	11001874
anmod	anmode		vb.	11001883
ann-	ad-		præfiks	11000138
annal	annal		sb.	11001888
annam	annamme		vb.	11001889
anno	anno		sb.	11001896
annos	anno		sb.	11001896
annua	annuum		sb.	11001909
anode	anode		sb.	11001910
anomi	anomi		sb.	11001914
anret	anrette		vb.	11001931
anråb	anråbe		vb.	11001934
anråb	anråb		sb.	53300055
ansat	ansat		adj.	49180206
ansat	ansætte		vb.	11002006
anse	anse		vb.	11001938
anser	anse		vb.	11001938
anses	anse		vb.	11001938
anset	anset		adj.	11001942
anset	anse		vb.	11001938
-ansk	-ansk		suffiks	11001953
ansku	anskue		vb.	11001959
anslå	anslå		vb.	11001966
anstå	anstå		vb.	11001991
ansæt	ansætte		vb.	11002006
ansøg	ansøge		vb.	11002014
anså	anse		vb.	11001938
antag	antage		vb.	11002022
